Term,Course Number,Course Title,Professor,Grade,Grade Count,Total Enrolled
202201,Human Kinetics and Recreation 6330,Appl&lmplement Kinesiolgy Tech,"Pearcey, Greg",A,,
202201,Human Kinetics and Recreation 6330,Appl&lmplement Kinesiolgy Tech,"Pearcey, Greg",B,,
202201,Human Kinetics and Recreation 6330,Appl&lmplement Kinesiolgy Tech,"Pearcey, Greg",C,,
202201,Human Kinetics and Recreation 6360,Knowledge Trans:Appl/Erg/OHS,"Cullen, Kim",A,,
202201,Human Kinetics and Recreation 6360,Knowledge Trans:Appl/Erg/OHS,"Cullen, Kim",B,,
202201,Human Kinetics and Recreation 6500,Intro Research in Phys Educ,"Loucks-Atkinson, Angela",A,15,15
202201,Linguistics 6204,Selected Tpcs in Phonology,"Rose, Yvan",A,,
202201,Linguistics 6700,Experimental Phonetics,"Rose, Yvan",A,,
202201,Linguistics 7000,Seminar in Research Methods,"Wharram, Douglas",PASS,,
202201,Linguistics 7001,Anyltcl Issues in Linguistics,"Branigan, Philip",A,,
202201,Linguistics 7001,Anyltcl Issues in Linguistics,"Branigan, Philip",B,,
202201,Maritime Stds/Tech Mgmt 6002,Fisheries Rsrc Assess Strat,"Mullowney, Darrell Rex John",A,,
202201,Maritime Stds/Tech Mgmt 6002,Fisheries Rsrc Assess Strat,"Mullowney, Darrell Rex John",B,,
202201,Maritime Stds/Tech Mgmt 6003,Fisheries Economics,"Phelan, Fred",A,7,13
202201,Maritime Stds/Tech Mgmt 6003,Fisheries Economics,"Phelan, Fred",B,6,13
202201,Maritime Stds/Tech Mgmt 6008,Soc/Phil Issues Fisheries Mgmt,"Andrews, Evan",A,,
202201,Maritime Stds/Tech Mgmt 6008,Soc/Phil Issues Fisheries Mgmt,"Andrews, Evan",B,,
202201,Maritime Stds/Tech Mgmt 6009,Curr Iss Sustainable Fisheries,"Butler, Derek Ernest",A,4,12
202201,Maritime Stds/Tech Mgmt 6009,Curr Iss Sustainable Fisheries,"Butler, Derek Ernest",B,8,12
202201,Maritime Stds/Tech Mgmt 6011,Intro Int Coast/Ocean Mgmt/MSP,"Corbett, Emma Paulina",A,,
202201,Maritime Stds/Tech Mgmt 6011,Intro Int Coast/Ocean Mgmt/MSP,"Corbett, Emma Paulina",B,,
202201,Maritime Stds/Tech Mgmt 6011,Intro Int Coast/Ocean Mgmt/MSP,"Corbett, Emma Paulina",F,,
202201,Maritime Stds/Tech Mgmt 6012,Fndmntl Geospatial Analysis,"Keats, Christopher",A,,
202201,Maritime Stds/Tech Mgmt 6012,Fndmntl Geospatial Analysis,"Keats, Christopher",B,,
202201,Maritime Stds/Tech Mgmt 6012,Fndmntl Geospatial Analysis,"Keats, Christopher",C,,
202201,Maritime Stds/Tech Mgmt 6015,Marine Protected Areas,"Rees, Bobbi Marilyn",A,,
202201,Maritime Stds/Tech Mgmt 6015,Marine Protected Areas,"Rees, Bobbi Marilyn",B,,
202201,Maritime Stds/Tech Mgmt 6016,Coastal Geomorph/Oceanography,"Mullan, Sean",A,,
202201,Maritime Stds/Tech Mgmt 6072,Animal Husbandry Management,"Couturier, Cyr",B,,
202201,Maritime Stds/Tech Mgmt 6074,Aquaculture Site/Oper Assess,"Couturier, Cyr",B,,
202201,Maritime Studies 6000,Intro Mar Safety/Survival Rsch,"Smith, Jennifer Joan Elizabeth",A,,
202201,Maritime Studies 6005,Sp Tpcs Safety/Surv (Hum Beh),"Ricciardelli, Rosemary",A,,
202201,Maritime Studies 6005,Sp Tpcs Safety/Surv (Hum Beh),"Ricciardelli, Rosemary",B,,
202201,Maritime Studies 6027,Coastal/Ocean Environ Policies,"Rideout, Keith M",A,10,11
202201,Maritime Studies 6027,Coastal/Ocean Environ Policies,"Rideout, Keith M",B,1,11
202201,Maritime Studies 6049,Maritime Risk Analysis & Mgmnt,"Parsons, James R",B,,
202201,Maritime Studies 6052,Human Fact Maritime Mgmt,"Smith, Jennifer Joan Elizabeth",A,12,14
202201,Maritime Studies 6052,Human Fact Maritime Mgmt,"Smith, Jennifer Joan Elizabeth",B,2,14
202201,Mathematics 6201,Numerical Mthds for PDE's,"MacLachlan, Scott",A,,
202201,Mathematics 6201,Numerical Mthds for PDE's,"MacLachlan, Scott",B,,
202201,Mathematics 6310,Functional Analysis,"Xiao, Jie",A,,
202201,Mathematics 6310,Functional Analysis,"Xiao, Jie",B,,
202201,Mathematics 6310,Functional Analysis,"Xiao, Jie",D,,
202201,Mathematics 6340,Graph Theory,"Pike, David A",A,,
202201,Mathematics 6340,Graph Theory,"Pike, David A",C,,
202201,Mathematics 6342,Advanced Enumeration,"Shalaby, Nabil",A,,
202201,Mathematics 6342,Advanced Enumeration,"Shalaby, Nabil",F,,
202201,Mathematics 6351,Advanced Linear Algebra,"Bakhturin, Yuri A",A,4,11
202201,Mathematics 6351,Advanced Linear Algebra,"Bakhturin, Yuri A",B,3,11
202201,Mathematics 6351,Advanced Linear Algebra,"Bakhturin, Yuri A",C,1,11
202201,Mathematics 6351,Advanced Linear Algebra,"Bakhturin, Yuri A",F,2,11
202201,Mathematics - Statistics 6505,Survival Analysis Yilmaz -,"Cigsar, Yildiz",A,,
202201,Mathematics - Statistics 6505,Survival Analysis Yilmaz -,"Cigsar, Yildiz",B,,
202201,Mathematics - Statistics 6509,Statistical Inference,"Fan, Zhaozhi",A,,
202201,Mathematics - Statistics 6509,Statistical Inference,"Fan, Zhaozhi",B,,
202201,Mathematics - Statistics 6510,Mathematical Statistics,"Fan, Zhaozhi",A,,
202201,Mathematics - Statistics 6510,Mathematical Statistics,"Fan, Zhaozhi",B,,
202201,Mathematics - Statistics 6519,Regression Models,"Oyet, Alwell J",A,10,21
202201,Mathematics - Statistics 6519,Regression Models,"Oyet, Alwell J",B,10,21
202201,Mathematics - Statistics 6545,Computational Statistics,"Shestopaloff, Alex",A,8,12
202201,Mathematics - Statistics 6545,Computational Statistics,"Shestopaloff, Alex",B,4,12
202201,Medicine 6100,Teaching & Learning Medical Ed,"Curran, Vernon",A,,
202201,Medicine 6108,Directed Readings,"Shan, Desai",A,,
202201,Medicine 6196,Systems Neuroscience,"Hirasawa, Michiru",A,19,20
202201,Medicine 6196,Systems Neuroscience,"Hirasawa, Michiru",B,1,20
202201,Medicine 6200,Biostatistics |,"Gadag, Veeresh",A,16,19
202201,Medicine 6200,Biostatistics |,"Gadag, Veeresh",B,2,19
202201,Medicine 6200,Biostatistics |,"Gadag, Veeresh",C,1,19
202201,Medicine 6220,Intro To Community Health,"Ramlackhansingh, Jinelle",A,14,14
202201,Medicine 6250,Basic Clincl Epidemiolgy,"Twells, Laurie",A,13,19
202201,Medicine 6250,Basic Clincl Epidemiolgy,"Twells, Laurie",B,6,19
202201,Medicine 6262,Biostatistics in Clinical Med,"Mariathas, Hensley Hubert",A,18,20
202201,Medicine 6262,Biostatistics in Clinical Med,"Mariathas, Hensley Hubert",B,2,20
202201,Medicine 6265,Genetics & Clinical Epidem,"Hodgkinson, Kathy",A,,
202201,Medicine 6268,Patient Engagement Hlth Rsrch,"Etchegary, Holly",A,,
202201,Medicine 6270,Epidemiology |,"Wang, Peizhong Peter",A,20,23
202201,Medicine 6270,Epidemiology |,"Wang, Peizhong Peter",B,3,23
202201,Medicine 6277,"Iss Nthrn,Rural,Remote Hith Ca","Shea, Jennifer Mary",A,15,15
202201,Medicine 6280,Community Health Research Mthd,"Mulay, Shree",A,15,16
202201,Medicine 6280,Community Health Research Mthd,"Mulay, Shree",B,1,16
202201,Medicine 6282,Canadian Health Care System,"Audas, Richard P",A,,
202201,Medicine 6288,Policy and Decision Making,"Audas, Richard P",A,,
202201,Medicine 6392,Applied Human Genetics,"Hodgkinson, Kathy",A,,
202201,Medicine 6400,Rsrch Sem Master's Stud |,"Wilson, Brenda",PASS,12,12
202201,Medicine 6400,Rsrch Sem Master's Stud |,"Wilson, Brenda",PASS,,
202201,Medicine 6400,Rsrch Sem Master's Stud |,"Esseltine, Jessica",PASS,,
202201,Medicine 6400,Rsrch Sem Master's Stud |,"French, Curtis Robert",PASS,,
202201,Medicine 6401,Rsrch Sem Master's Stud Il,"Wilson, Brenda",PASS,,
202201,Medicine 6401,Rsrch Sem Master's Stud II,"Wilson, Brenda",PASS,,
202201,Medicine 6401,Rsrch Sem Master's Stud Il,"Esseltine, Jessica",PASS,,
202201,Medicine 6402,Rsrch Sem Master's Stud Ill,"Wilson, Brenda",PASS,11,11
202201,Medicine 6402,Rsrch Sem Master's Stud Ill,"Wilson, Brenda",PASS,,
202201,Medicine 6402,Rsrch Sem Master's Stud Ill,"Esseltine, Jessica",PASS,,
202201,Medicine 6402,Rsrch Sem Master's Stud Ill,"French, Curtis Robert",PASS,,
202201,Medicine 6403,Rsrch Sem Master's Stud IV,"Wilson, Brenda",PASS,,
202201,Medicine 6403,Rsrch Sem Master's Stud IV,"Esseltine, Jessica",PASS,,
202201,Medicine 6410,Rsrch Sem PhD Students |,"Valcour, James",PASS,,
202201,Medicine 6410,Rsrch Sem PhD Students |,"Valcour, James",PASS,,
202201,Medicine 6411,Rsrch Sem PhD Students II,"Valcour, James",PASS,,
202201,Medicine 6411,Rsrch Sem PhD Students Il,"Valcour, James",PASS,,
202201,Medicine 6411,Rsrch Sem PhD Students Il,"French, Curtis Robert",PASS,,
202201,Medicine 6412,Rsrch Sem PhD Students III,"Valcour, James",PASS,,
202201,Medicine 6412,Rsrch Sem PhD Students III,"Valcour, James",PASS,,
202201,Medicine 6413,Rsrch Sem PhD Students IV,"Valcour, James",PASS,,
202201,Medicine 6591,Molecular Biology Il,"Dorward, Ann Margaret",A,,
202201,Medicine 6591,Molecular Biology II,"Dorward, Ann Margaret",B,,
202201,Medicine 6700,Public Health Seminar Series |,"Grynszpan, Delphine",PASS,20,20
202201,Medicine 6730,Professional Practice,"Ramlackhansingh, Jinelle",A,,
202201,Medicine 6733,Dietetics Internship |,"Prowse, Rachel",PASS,,
202201,Medicine 6800,Health Ethics Theory,"Flynn, Jennifer",A,,
202201,Medicine 6800,Health Ethics Theory,"Flynn, Jennifer",B,,
202201,Medicine 6806,Intro Canadian Health System,"Grynszpan, Delphine",A,,
202201,Medicine 6807,Special Topics Health Ethics,"Kaposy, Chris",A,,
202201,Music 6000,Music Research Methods,"Szego, Catherine",A,11,14
202201,Music 6000,Music Research Methods,"Szego, Catherine",B,3,14
202201,Music 6100,Score Study & Analysis,"Brennan, William",A,,
202201,Music 6210,Instrumental Conducting |,"Regehr, Vernon",A,,
202201,Music 6310,Choral Conducting |,"Martinec, Jakub",A,,
202201,Music 6400,Music Pedagogy,"Cheramy, Michelle",A,,
202201,Music 6400,Music Pedagogy,"Cheramy, Michelle",B,,
202201,Music 6500,Chamber Music,"Cook, Nathan",A,,
202201,Music 6501,Chamber Music,"Cook, Nathan",A,,
202201,Music 6502,Opera Performance,"Schiller, Caroline",A,,
202201,Music 6503,Opera Performance,"Schiller, Caroline",A,,
202201,Music 6504,Chamber Music,"Cook, Nathan",A,,
202201,Music 6505,Conducted Instr Ensemble,"Brennan, William",A,,
202201,Music 6505,Conducted Instr Ensemble,"Regehr, Vernon",A,,
202201,Music 6505,Conducted Instr Ensemble,"Hoefner, Florian",A,,
202201,Music 6505,Conducted Instr Ensemble,"Oh, Gregory",A,,
202201,Music 6600,Pedagogy Seminar,"Dahn, Nancy",A,,
202201,Music 6600,Pedagogy Seminar,"Griffioen, Jenny Johanna",A,,
202201,Music 6600,Pedagogy Seminar,"Griffioen, Jenny Johanna",B,,
202201,Music 6600,Pedagogy Seminar,"Carter, Christine",A,,
202201,Music 6700,Career Skills for Musicians,"Klaus, Alan",A,10,11
202201,Music 6700,Career Skills for Musicians,"Klaus, Alan",B,1,11
202201,Music 7001,Rsrch Prb/Mth Ethnomusicology,"Szego, Catherine",A,,
202201,Music 7001,= Rsrch Prb/Mth Ethnomusicology,"Szego, Catherine",B,,
202201,Music 7010,Wrlid Mus: Mus of Asia&Oceanea,"Szego, Catherine",A,,
202201,Music 7800,Sp. Tpcs: Expressive Culture,"Berger, Harris",A,,
202201,Music 7800,Sp. Tpcs: Expressive Culture,"Berger, Harris",B,,
202201,Nursing 6011,Phil & Theoretical Found Nurs,"Mandville-Anstey, Sue Ann",A,9,13
202201,Nursing 6011,Phil & Theoretical Found Nurs,"Mandville-Anstey, Sue Ann",B,4,13
202201,Nursing 6012,Stats for Adv Nursing Practice,"Devey-Burry, Robin D",A,16,18
202201,Nursing 6012,Stats for Adv Nursing Practice,"Devey-Burry, Robin D",B,2,18
202201,Nursing 6250,Writing for Adv Nursing Pract,"Collins, Jennifer",A,7,18
202201,Nursing 6250,Writing for Adv Nursing Pract,"Collins, Jennifer",B,10,18
202201,Nursing 6250,Writing for Adv Nursing Pract,"Collins, Jennifer",F,1,18
202201,Nursing 6250,Writing for Adv Nursing Pract,"Maddigan, W. Joy",A,13,16
202201,Nursing 6250,Writing for Adv Nursing Pract,"Maddigan, W. Joy",B,3,16
202201,Nursing 6260,Knowledge Translation Nursing,"Dobbin-Williams, Karen",A,10,13
202201,Nursing 6260,Knowledge Translation Nursing,"Dobbin-Williams, Karen",B,3,13
202201,Nursing 6660,Practicum 1,"Hurley, Erica Jamie",A,,
202201,Nursing 6660,Practicum 1,"Hurley, Erica Jamie",B,,
202201,Nursing 6661,Practicum 2,"Yacoubian, Hrag",A,,
202201,Nursing 6703,Adv Hith Assmnt/Clinicl Prac 1,"King, Krista",A,19,19
202201,Nursing 6802,Fam/All Ages Clin Decis Mkg 3,"Walsh, Derrick",A,11,17
202201,Nursing 6802,Fam/All Ages Clin Decis Mkg 3,"Walsh, Derrick",B,6,17
202201,Nursing 7201,Rdng Crs Research Methodology,"Lukewich, Julia",A,,
202201,Nursing 7203,Rdng Crs: Desgn & Anyls in Nur,"Moralejo, Donna",A,,
202201,Occupational Health & Safety 6001,Supervised Capstone Rsch Paper,"Cullen, Kim",A,,
202201,Ocean Sciences 7000,Graduate Core Seminar,"Fleming, lan",PASS,,
202201,Ocean Technology 6000,Ocean Mapping Essentials |,"Mullan, Sean",A,7,24
202201,Ocean Technology 6000,Ocean Mapping Essentials |,"Mullan, Sean",B,15,24
202201,Ocean Technology 6000,Ocean Mapping Essentials |,"Mullan, Sean",C,,
202201,Ocean Technology 6002,Appl Geodesy & Positioning,"Leighton, Shelly",A,7,24
202201,Ocean Technology 6002,Appl Geodesy & Positioning,"Leighton, Shelly",B,15,24
202201,Ocean Technology 6002,Appl Geodesy & Positioning,"Leighton, Shelly",C,2,24
202201,Ocean Technology 6005,Appl Underwater Acoustics,"Patro, Ranjan",A,8,12
202201,Ocean Technology 6005,Appl Underwater Acoustics,"Patro, Ranjan",B,4,12
202201,Ocean Technology 6014,Introduction to MRE,"Jamil, Mohsin",A,13,15
202201,Ocean Technology 6014,Introduction to MRE,"Jamil, Mohsin",B,2,15
202201,Pharmacy 6006,Health Economics,"Nguyen, Hai Van",A,,
202201,Pharmacy 6006,Health Economics,"Nguyen, Hai Van",B,,
202201,Pharmacy 6103,Cannibis Policy,"Donnan, Jennifer Renee",A,,
202201,Pharmacy 6104,Protein Strct & Function,"Alisaraie, Laleh",PASS,,
202201,Pharmacy 6107,Adv Rsch Mthds Teach/Learn,"Fitzpatrick, Beverly",A,,
202201,Pharmacy 6108,Drug Design,"Alisaraie, Laleh",B,,
202201,Philosophy 6000,Graduate Research Seminar,"Johnston, Scott",PASS,,
202201,Philosophy 6012,Seminar in Modern Philosophy,"Rajiva, Sumangali",A,,
202201,Philosophy 6015,Seminar in Epistemology,"Foster, Jay",A,,
202201,Philosophy 6046,Seminar in Special Topics,"Hoff, Shannon",A,,
202201,Philosophy 6046,Seminar in Special Topics,"Hoff, Shannon",B,,
202201,Physics 6316,Ocean Measure&Data Analy,"Tarasov, Lev",A,,
202201,Physics 6316,Ocean Measure&Data Analy,"Tarasov, Lev",B,,
202201,Physics 6403,"Stoch Proc, Tme-Dep&Noneq","Evstigneev, Mykhaylo",A,,
202201,Physics 6403,"Stoch Proc, Tme-Dep&Noneq","Evstigneev, Mykhaylo",B,,
202201,Physics 6850,Quantum Mechanics |,"Curnoe, Stephanie",A,,
202201,Physics 6850,Quantum Mechanics |,"Curnoe, Stephanie",B,,
202201,Physics 6900,Tech in Exp Cndnsd Mtr Physics,"Yethiraj, Anand",A,,
202201,Physics 6900,Tech in Exp Cndnsd Mtr Physics,"Yethiraj, Anand",B,,
202201,Political Science 6000,Political Science Approaches,"Cote, Isabelle Lucie",A,8,11
202201,Political Science 6000,Political Science Approaches,"Cote, Isabelle Lucie",B,3,11
202201,Political Science 6190,Contemporary Democratic Theory,"Gray, Sean",A,,
202201,Political Science 6190,Contemporary Democratic Theory,"Gray, Sean",B,,
202201,Political Science 6200,International Politics,"Ashworth, Lucian",A,8,11
202201,Political Science 6200,International Politics,"Ashworth, Lucian",B,3,11
202201,Political Science 6390,Democracy & the Phantom Public,"Matthews, John S",A,,
202201,Political Science 6720,Local Politics,"Schwartz, Elizabeth",A,,
202201,Psychology 6001,Research Design,"Snook, S. Brent",A,20,21
202201,Psychology 6001,Research Design,"Snook, S. Brent",B,1,21
202201,Psychology 6002,Adv Stats in Psych Il,"Bitton, Pierre-Paul",A,,
202201,Psychology 6010,Colloquium Series in Psych,"Thorpe, Christina",PASS,49,49
202201,Psychology 6109,Special Tpcs Experimental Psyc,"Fawcett, Jonathan",A,,
202201,Psychology 6400,Thry & Mthds Soc Psyc,"Fowler, Ken",A,,
202201,Psychology 6403,Prgm Eval & Applied Rsrch,"Button, Cathryn",A,,
202201,Psychology 6500,Developmental Psych |,"Peterson, Carole L",A,,
202201,Psychology 6602,Research Dsgn in Clinical Psyc,"Rash, Joshua",A,,
202201,Psychology 6612,Adult Psychopathology,"Carter-Major, Jacqueline",A,,
202201,Psychology 6620,Prncpls of Adult Assess & Diag,"Garland, Sheila",A,,
202201,Psychology 6650,Supervision,"Hadden, Kellie",A,,
202201,Psychology 6670,Interprofesional Education,"Carter-Major, Jacqueline",PASS,,
202201,Psychology 6670,Interprofesional Education,"Carter-Major, Jacqueline",PASS,,
202201,Psychology 7010,Practcm in Ethics & Rel Skills,"Hadden, Kellie",PASS,,
202201,Psychology 7020,Practicum Adult Assess&Diagnos,"English, Megan Merissa",PASS,,
202201,Psychology 7033,Practm in Adv Assess & Inirv |,"Rash, Joshua",PASS,,
202201,Psychology 7034,Pract in Adv Assess & Intrv II,"Carter-Major, Jacqueline",PASS,,
202201,Social Work 6012,Critical Thinking & Reflection,"Parsons, Janice Elizabeth",A,14,19
202201,Social Work 6012,Critical Thinking & Reflection,"Parsons, Janice Elizabeth",B,4,19
202201,Social Work 6012,Critical Thinking & Reflection,"Parsons, Janice Elizabeth",C,1,19
202201,Social Work 6012,Critical Thinking & Reflection de,"Jong, Kathleen",A,19,19
202201,Social Work 6013,Leadership for Social Justice,"LeFrancois, Brenda",A,11,13
202201,Social Work 6013,Leadership for Social Justice,"LeFrancois, Brenda",B,2,13
202201,Social Work 6313,Prspctvs Indvdls/Families De,"Boer, Catherine",A,14,15
202201,Social Work 6313,Prspctvs Indvdls/Families De,"Boer, Catherine",B,1,15
202201,Social Work 6315,Perspectives with Groups,"Issahaku, Paul",A,12,13
202201,Social Work 6315,Perspectives with Groups,"Issahaku, Paul",B,1,13
202201,Social Work 6413,Rsrch Theory/Dsgn/Analysis,"Wideman, Gail",A,11,14
202201,Social Work 6413,Rsrch Theory/Dsgn/Analysis,"Wideman, Gail",B,3,14
202201,Social Work 6917,Field Practicum,"Kirkland-Smith, June Elizabeth",PASS,,
202201,Sociology 6040,Advanced Quantitative Methods,"Tenkorang, Eric Y",A,16,18
202201,Sociology 6040,Advanced Quantitative Methods,"Tenkorang, Eric Y",B,2,18
202201,Sociology 6150,Social Theory,"Stoddart, Mark",A,13,13
202201,Sociology 6880,Soc Grad Seminar,"Stokes, Allyson",A,13,13
202201,Technology 6022,Comm/Conflict Res Tech Env,"Pendergast, Shawn Christopher",A,12,16
202201,Technology 6022,Comm/Conflict Res Tech Env,"Pendergast, Shawn Christopher",B,4,16
202201,Technology 6030,Princ Mgmt Engi Tech Entrpr,"Caines, Susan",A,12,12
202201,Technology 6031,Overview of Tech Operations,"Strickland, Jim",A,,
202201,Technology 6031,Overview of Tech Operations,"Strickland, Jim",B,,
202201,Technology 6033,Quality Systems,"Caines, Susan",A,24,26
202201,Technology 6033,Quality Systems,"Caines, Susan",D,1,26
202201,Technology 6034,Proj Mgmt Engi Tech Env,"Johnson, Ronald",A,15,19
202201,Technology 6034,Proj Mgmt Engi Tech Env,"Johnson, Ronald",B,4,19
202201,Technology 6035,Strat Info Tech Mgmt,"Pendergast, Shawn Christopher",A,,
202201,Technology 6039,Sustain Envirn Responsibility,"White, Georgina Marie",A,22,23
202201,Technology 6054,Technology Assessment Barajas,"Vazques, Marco Antonio",A,,
202201,Technology 6054,Technology Assessment Barajas,"Vazques, Marco Antonio",B,,
202201,Technology 6055,Asset Integrity Management,"Caines, Susan",A,17,22
202201,Technology 6055,Asset Integrity Management,"Caines, Susan",B,5,22
202201,Transdisciplinary Sustain. 7002,Transdisc Mthds Sustain Rsch,"Richards, Garrett",A,,
202201,Visual Arts 6600,Art Theory & Criticism Course,"Curtis, Gerard J.",A,,
202201,Visual Arts 6600,Art Theory & Criticism Course,"Curtis, Gerard J.",F,,
202202,Anthropology 6210,Language And Culture,"Boltokova, Daria",A,,
202202,Anthropology 6412,Anthropological Theory,"Clark, J Rex",A,,
202202,Anthropology 6890,Graduate Seminar,"Whitaker, Robin",A,,
202202,Anthropology 6890,Graduate Seminar,"Whitaker, Robin",B,,
202202,Applied Literary Arts 6101,Literary Production,"Beardsworth, Adam",A,,
202202,Applied Literary Arts 6201,Introduction to Dramaturgy,"Fallis, Alex",A,,
202202,Applied Literary Arts 6300,Intro to Info Management,"Rose, Crystal",A,,
202202,Applied Literary Arts 6301,Cult & Heritage Tour Dvip,"Okech, Roselyne",A,,
202202,Aquaculture 6100,Finfish Aquaculture,"Couturier, Cyr",A,,
202202,Archaeology 6001,Interp Mthds Archaeology,"Gaulton, Barry",A,12,12
202202,Archaeology 6682,Advances in Environ Arch,"Forbes, Veronique",A,,
202202,Archaeology 6682,Advances in Environ Arch,"Forbes, Veronique",B,,
202202,Artificial Intelligence 6001,Tpc in Artificial Intelligence,"Pena-Castillo, Lourdes",A,16,20
202202,Artificial Intelligence 6001,Tpc in Artificial Intelligence,"Pena-Castillo, Lourdes",B,4,20
202202,Biochemistry 6999,Sem in Biochem & Food Science,"Park, Jaeok",PASS,5,34
202202,Biology 6000,_ Rsrch Tpcs Microbiology,"Bignell, Dawn",A,,
202202,Biology 6000,_ Rsrch Tpcs Microbiology,"Bignell, Dawn",B,,
202202,Biology 6131,Models in Biology,"Leroux, Shawn",A,,
202202,Biology 7931,Rsrch Mthds in Genetic Biology,"Slade, Jennifer",A,,
202202,Biology 7936,Advanced Microbial Physiology,"Tahlan, Kapil",A,,
202202,Boreal Ecosystems & Agri. Sci. 6002,Adv Quant Rsch Mthd Nat Sci,"Unc, Adrian",A,,
202202,Boreal Ecosystems & Agri. Sci. 6002,Adv Quant Rsch Mthd Nat Sci,"Unc, Adrian",B,,
202202,Boreal Ecosystems & Agri. Sci. 6002,Adv Quant Rsch Mthd Nat Sci,"Unc, Adrian",C,,
202202,Boreal Ecosystems & Agri. Sci. 6020,Management of Crop Nutrition,"Cheema, Mumtaz Akhtar",A,,
202202,Boreal Ecosystems & Agri. Sci. 6041,Applied Hydrology,"Galagedara, Lakshman",A,,
202202,Boreal Ecosystems & Agri. Sci. 6057,Sp Tpcs Boreal Ecosys/Agri Sci,"Cuss, Chad",A,,
202202,Business Administration 8104,Orgnztl Behaviour/Structure,"Dumas, Josee",A,42,52
202202,Business Administration 8104,Orgnztl Behaviour/Structure,"Dumas, Josee",B,10,52
202202,Business Administration 8106,Marketing,"Clift, Thomas B",A,13,41
202202,Business Administration 8106,Marketing,"Clift, Thomas B",B,26,41
202202,Business Administration 8106,Marketing,"Clift, Thomas B",C,2,41
202202,Business Administration 8204,Human Resource Mngmnt,"Vardy, Kyle James William",A,13,47
202202,Business Administration 8204,Human Resource Mngmnt,"Vardy, Kyle James William",B,34,47
202202,Business Administration 8205,Information Systems,"Parsons, Jeffrey",A,11,33
202202,Business Administration 8205,Information Systems,"Parsons, Jeffrey",B,16,33
202202,Business Administration 8205,Information Systems,"Parsons, Jeffrey",C,5,33
202202,Business Administration 8205,Information Systems,"Parsons, Jeffrey",PASS,1,33
202202,Business Administration 8206,Managerial Finance,"Haven, Emmanuel",A,22,22
202202,Business Administration 8207,Operations Management,"Simmons, Bonnie L",A,20,30
202202,Business Administration 8207,Operations Management,"Simmons, Bonnie L",B,9,30
202202,Business Administration 8207,Operations Management,"Simmons, Bonnie L",C,1,30
202202,Business Administration 8208,Strategic Management,"Tang, Jianyun",A,13,25
202202,Business Administration 8208,Strategic Management,"Tang, Jianyun",B,11,25
202202,Business Administration 8209,Ldrshp & Intrprsnl Skills Mngr,"Ford, Dianne P",A,23,34
202202,Business Administration 8209,Ldrshp & Intrprsnl Skills Mngr,"Ford, Dianne P",B,11,34
202202,Business Administration 8506,Managing Soc Enterpr:Info Syst,"Jewer, Jennifer",A,16,18
202202,Business Administration 8506,Managing Soc Enterpr:Info Syst,"Jewer, Jennifer",B,2,18
202202,Business Administration 8507,Managing Soc Enterpr: Finance,"Bauer, Lawrence",A,7,18
202202,Business Administration 8507,Managing Soc Enterpr: Finance,"Bauer, Lawrence",B,4,18
202202,Business Administration 8507,Managing Soc Enterpr: Finance,"Bauer, Lawrence",F,3,18
202202,Business Administration 8507,Managing Soc Enterpr: Finance,"Bauer, Lawrence",PASS,3,18
202202,Business Administration 8508,Managing Soc Enterpr:Oper Mgmt,"Ghahremanlou, Davoud",A,16,18
202202,Business Administration 8508,Managing Soc Enterpr:Oper Mgmt,"Ghahremanlou, Davoud",B,2,18
202202,Business Administration 8509,Leadership within Soc Enterpr,"Byrne, Alyson Elizabeth",A,10,18
202202,Business Administration 8509,Leadership within Soc Enterpr,"Byrne, Alyson Elizabeth",B,6,18
202202,Business Administration 8509,Leadership within Soc Enterpr,"Byrne, Alyson Elizabeth",PASS,2,18
202202,Business Administration 8511,Strategic Busi Plan Soc Ventur,"Stewart, Alex",A,6,18
202202,Business Administration 8511,Strategic Busi Plan Soc Ventur,"Stewart, Alex",B,8,18
202202,Business Administration 8511,Strategic Busi Plan Soc Ventur,"Stewart, Alex",C,,
202202,Business Administration 8511,Strategic Busi Plan Soc Ventur,"Stewart, Alex",F,1,18
202202,Business Administration 8511,Strategic Busi Plan Soc Ventur,"Stewart, Alex",FAIL,2,18
202202,Business Administration 8512,Funding Social Ventures,"Paterson, Chelsey Elizabeth",A,15,18
202202,Business Administration 8512,Funding Social Ventures,"Paterson, Chelsey Elizabeth",B,3,18
202202,Business Administration 8513,Project Management,"Jewer, Jennifer",A,9,18
202202,Business Administration 8513,Project Management,"Jewer, Jennifer",B,7,18
202202,Business Administration 8513,Project Management,"Jewer, Jennifer",PASS,2,18
202202,Business Administration 8514,Legal & Regulatory Issues,"Wade, Allison Maria",A,7,18
202202,Business Administration 8514,Legal & Regulatory Issues,"Wade, Allison Maria",B,9,18
202202,Business Administration 8514,Legal & Regulatory Issues,"Wade, Allison Maria",PASS,2,18
202202,Business Administration 8515,Governing Social Enterprises,"Paterson, Chelsey Elizabeth",A,13,18
202202,Business Administration 8515,Governing Social Enterprises,"Paterson, Chelsey Elizabeth",B,5,18
202202,Business Administration 8516,Social Impact Measurement,"Cugelman, Brian",A,15,18
202202,Business Administration 8516,Social Impact Measurement,"Cugelman, Brian",B,1,18
202202,Business Administration 8516,Social Impact Measurement,"Cugelman, Brian",PASS,2,18
