Term,Course Number,Course Title,Professor,Grade,Grade Count,Total Enrolled
202202,Chemistry 2401,Intro Organic Chem II,"Zhao, Yuming",D,7,85
202202,Chemistry 2401,Intro Organic Chem Il,"Zhao, Yuming",F,8,85
202202,Chemistry 2401,Intro Organic Chem Il,"Zhao, Yuming",FAIL,4,85
202202,Chemistry 2401,Intro Organic Chem II,"Zhao, Yuming",A,,
202202,Chemistry 2401,Intro Organic Chem Il,"Zhao, Yuming",C,,
202202,Chemistry 2401,Intro Organic Chem Il,"Zhao, Yuming",F,,
202202,Chemistry 2401,Intro Organic Chem II,"Zhao, Yuming",A,15,26
202202,Chemistry 2401,Intro Organic Chem Il,"Zhao, Yuming",B,5,26
202202,Chemistry 2401,Intro Organic Chem Il,"Zhao, Yuming",C,5,26
202202,Chemistry 2401,Intro Organic Chem II,"Zhao, Yuming",F,1,26
202202,Chemistry 2401,Intro Organic Chem Il,"Shetranjiwalla, Shegufta",B,,
202202,Chemistry 2401,Intro Organic Chem Il,"Shetranjiwalla, Shegufta",C,,
202202,Chemistry 2401,Intro Organic Chem Il,"Shetranjiwalla, Shegufta",F,,
202202,Chemistry 2440,Organic Chem for Biologists,"Doody, Karen Mary",A,3,16
202202,Chemistry 2440,Organic Chem for Biologists,"Doody, Karen Mary",B,6,16
202202,Chemistry 2440,Organic Chem for Biologists,"Doody, Karen Mary",C,1,16
202202,Chemistry 2440,Organic Chem for Biologists,"Doody, Karen Mary",D,1,16
202202,Chemistry 2440,Organic Chem for Biologists,"Doody, Karen Mary",F,1,16
202202,Chemistry 2440,Organic Chem for Biologists,"Doody, Karen Mary",PASS,4,16
202202,Chemistry 2610,Chemical Oceanography,"Trela, Piotr",A,9,21
202202,Chemistry 2610,Chemical Oceanography,"Trela, Piotr",B,4,21
202202,Chemistry 2610,Chemical Oceanography,"Trela, Piotr",C,1,21
202202,Chemistry 2610,Chemical Oceanography,"Trela, Piotr",D,4,21
202202,Chemistry 2610,Chemical Oceanography,"Trela, Piotr",F,1,21
202202,Chemistry 2610,Chemical Oceanography,"Trela, Piotr",PASS,1,21
202202,Chemistry 3211,Inorganic Chemistry,"Katz, Michael",A,14,22
202202,Chemistry 3211,Inorganic Chemistry,"Katz, Michael",B,7,22
202202,Chemistry 3211,Inorganic Chemistry,"Katz, Michael",C,1,22
202202,Chemistry 3211,Inorganic Chemistry,"Katz, Michael",D,,
202202,Chemistry 3303,Stat Thermodynamics&Rate Thry,"Power, Barry P",A,3,11
202202,Chemistry 3303,Stat Thermodynamics&Rate Thry,"Power, Barry P",B,6,11
202202,Chemistry 3303,Stat Thermodynamics&Rate Thry,"Power, Barry P",C,2,11
202202,Chemistry 3411,Synthetic Organic Chem |,"Bodwell, Graham",A,5,18
202202,Chemistry 3411,Synthetic Organic Chem |,"Bodwell, Graham",B,8,18
202202,Chemistry 3411,Synthetic Organic Chem |,"Bodwell, Graham",C,1,18
202202,Chemistry 3411,Synthetic Organic Chem |,"Bodwell, Graham",D,2,18
202202,Chemistry 3411,Synthetic Organic Chem |,"Bodwell, Graham",F,1,18
202202,Chemistry 3411,Synthetic Organic Chem |,"Bodwell, Graham",PASS,1,18
202202,Chemistry 4152,Electroanalytical Tchnqs,"Stockmann, Talia Jane",A,,
202202,Chemistry 4156,Anal. Methods and Sampling,"Jobst, Karl",A,,
202202,Chemistry 4156,Anal. Methods and Sampling,"Jobst, Karl",D,,
202202,Chemistry 4203,Organometallic Chemistry,"Kozak, Christopher M.",A,,
202202,Chemistry 4203,Organometallic Chemistry,"Kozak, Christopher M.",B,,
202202,Chemistry 4206,Green Chemistry,"Kerton, Francesca",A,,
202202,Chemistry 4206,Green Chemistry,"Kerton, Francesca",C,,
202202,Chemistry 4431,Heterocyclic Chemistry,"Grover, Huck",A,,
202202,Chemistry 4701,Pharmaceutical Chemistry,"Alisaraie, Laleh",A,,
202202,Chemistry 4701,Pharmaceutical Chemistry,"Alisaraie, Laleh",B,,
202202,Chemistry 4701,Pharmaceutical Chemistry,"Alisaraie, Laleh",PASS,,
202202,_— Civil Engineering 5110,Fluid Mechanics,"Dayarathne, Rajith",A,18,38
202202,Civil Engineering 5110,Fluid Mechanics,"Dayarathne, Rajith",B,15,38
202202,— Civil Engineering 5110,Fluid Mechanics,"Dayarathne, Rajith",C,,
202202,Civil Engineering 5110,Fluid Mechanics,"Dayarathne, Rajith",F,1,38
202202,Civil Engineering 5230,Geotechnical Engineering II,"Hawlader, Bipul C",A,13,39
202202,_— Civil Engineering 5230,Geotechnical Engineering ||,"Hawlader, Bipul C",B,17,39
202202,Civil Engineering 5230,Geotechnical Engineering II,"Hawlader, Bipul C",C,6,39
202202,Civil Engineering 5230,Geotechnical Engineering II,"Hawlader, Bipul C",F,3,39
202202,_— Civil Engineering 5320,Mechanics of Solids II,"Hassan, Assem",A,10,38
202202,Civil Engineering 5320,Mechanics of Solids II,"Hassan, Assem",B,17,38
202202,Civil Engineering 5320,Mechanics of Solids II,"Hassan, Assem",C,8,38
202202,Civil Engineering 5320,Mechanics of Solids II,"Hassan, Assem",D,1,38
202202,Civil Engineering 5320,Mechanics of Solids II,"Hassan, Assem",F,2,38
202202,Civil Engineering 5460,Applied Mathematical Analysis,"Adluri, Seshu M",A,7,38
202202,Civil Engineering 5460,Applied Mathematical Analysis,"Adluri, Seshu M",B,15,38
202202,_—— Civil Engineering 5460,Applied Mathematical Analysis,"Adluri, Seshu M",C,10,38
202202,Civil Engineering 5460,Applied Mathematical Analysis,"Adluri, Seshu M",D,3,38
202202,Civil Engineering 5460,Applied Mathematical Analysis,"Adluri, Seshu M",F,2,38
202202,= Civil Engineering 5460,Applied Mathematical Analysis,"Adluri, Seshu M",PASS,1,38
202202,Civil Engineering 5510,Design of Concrete Structures,"Hassan, Assem",A,9,40
202202,Civil Engineering 5510,Design of Concrete Structures,"Hassan, Assem",B,15,40
202202,Civil Engineering 5510,Design of Concrete Structures,"Hassan, Assem",C,7,40
202202,Civil Engineering 5510,Design of Concrete Structures,"Hassan, Assem",D,3,40
202202,= Civil Engineering 5510,Design of Concrete Structures,"Hassan, Assem",F,6,40
202202,Civil Engineering 8000,Civil Engineering Project,"Bruneau, Stephen",A,21,24
202202,Civil Engineering 8000,Civil Engineering Project,"Bruneau, Stephen",B,3,24
202202,_— Civil Engineering 8150,Municipal Engineering,"Snelgrove, Kenneth",A,,
202202,Civil Engineering 8150,Municipal Engineering,"Snelgrove, Kenneth",B,,
202202,Civil Engineering 8550,Structural Building Systems,"Adluri, Seshu M",A,,
202202,Civil Engineering 8550,Structural Building Systems,"Adluri, Seshu M",B,,
202202,Civil Engineering 8570,Coastal & Ocean Engineering,"Bruneau, Stephen",A,16,31
202202,Civil Engineering 8570,Coastal & Ocean Engineering,"Bruneau, Stephen",B,13,31
202202,_— Civil Engineering 8570,Coastal & Ocean Engineering,"Bruneau, Stephen",C,2,31
202202,_— Civil Engineering 8580,Subsea Pipeline Engineering,"Shiri, Hodjat",A,,
202202,Civil Engineering 8580,Subsea Pipeline Engineering,"Shiri, Hodjat",B,,
202202,‘Civil Engineering 8630,"Env Assess, Monitor & Control","Saady, Noori",A,,
202202,Civil Engineering 8630,"Env Assess, Monitor & Control","Saady, Noori",B,,
202202,_— Civil Engineering 8830,Contract Law & Labour Relation,"Wellon, Randy",A,14,24
202202,Civil Engineering 8830,Contract Law & Labour Relation,"Wellon, Randy",B,8,24
202202,Civil Engineering 8830,Contract Law & Labour Relation,"Wellon, Randy",C,2,24
202202,‘Classics 1001,CRW: Classics in Pop Culture,"Solez, Kevin B.",A,11,34
202202,~— Classics 1001,CRW: Classics in Pop Culture,"Solez, Kevin B.",B,18,34
202202,_— Classics 1001,CRW: Classics in Pop Culture,"Solez, Kevin B.",C,3,34
202202,_— Classics 1001,CRW: Classics in Pop Culture,"Solez, Kevin B.",D,2,34
202202,_— Classics 1051,Gods in Classical Mythology,"Locke, Morgan Tobin",A,25,84
202202,‘Classics 1051,Gods in Classical Mythology,"Locke, Morgan Tobin",B,30,84
202202,‘Classics 1051,Gods in Classical Mythology,"Locke, Morgan Tobin",C,16,84
202202,‘Classics 1051,Gods in Classical Mythology,"Locke, Morgan Tobin",D,5,84
202202,~— Classics 1051,Gods in Classical Mythology,"Locke, Morgan Tobin",F,8,84
202202,‘Classics 1052,Heroes in Classical Mythology,"Locke, Morgan Tobin",A,29,84
202202,— Classics 1052,Heroes in Classical Mythology,"Locke, Morgan Tobin",B,34,84
202202,~— Classics 1052,Heroes in Classical Mythology,"Locke, Morgan Tobin",C,,
202202,Classics 1052,Heroes in Classical Mythology,"Locke, Morgan Tobin",D,5,84
202202,‘Classics 1052,Heroes in Classical Mythology,"Locke, Morgan Tobin",F,8,84
202202,_— Classics 1121,Introductory Latin II,"King, Carol",A,,
202202,‘Classics 1121,Introductory Latin II,"King, Carol",C,,
202202,Classics 1121,Introductory Latin II,"Nikolic, Milorad",A,17,25
202202,_— Classics 1121,Introductory Latin II,"Nikolic, Milorad",B,6,25
202202,~— Classics 1121,Introductory Latin II,"Nikolic, Milorad",C,2,25
202202,Classics 1131,Intro Ancient Greek II,"Simonsen, Kathryn",A,,
202202,~— Classics 1131,Intro Ancient Greek II,"Simonsen, Kathryn",B,,
202202,~—Cllassics 1131,Intro Ancient Greek II,"Simonsen, Kathryn",D,,
202202,‘Classics 1131,Intro Ancient Greek II,"Simonsen, Kathryn",F,,
202202,_— Classics 2035,Hist Of Classical Greece,"King, Carol",A,,
202202,_— Classics 2035,Hist Of Classical Greece,"King, Carol",B,,
202202,‘Classics 2035,Hist Of Classical Greece,"King, Carol",C,,
202202,_— Classics 2035,Hist Of Classical Greece,"King, Carol",F,,
202202,‘Classics 2041,History of the Roman Republic,"Howard, Jeffrey Joseph",A,11,35
202202,‘Classics 2041,History of the Roman Republic,"Howard, Jeffrey Joseph",B,15,35
202202,Classics 2041,History of the Roman Republic,"Howard, Jeffrey Joseph",C,6,35
202202,Classics 2041,History of the Roman Republic,"Howard, Jeffrey Joseph",D,1,35
202202,‘Classics 2041,History of the Roman Republic,"Howard, Jeffrey Joseph",F,2,35
202202,_— Classics 2055,Women in the Ancient World,"Solez, Kevin B.",A,16,30
202202,Classics 2055,Women in the Ancient World,"Solez, Kevin B.",B,7,30
202202,~— Classics 2055,Women in the Ancient World,"Solez, Kevin B.",C,5,30
202202,~— Classics 2055,Women in the Ancient World,"Solez, Kevin B.",D,1,30
202202,~—Classics 2055,Women in the Ancient World,"Solez, Kevin B.",F,1,30
202202,~— Classics 3200,Advanced Latin,"Nikolic, Milorad",A,,
202202,~— Classics 3300,Advanced Ancient Greek,"Simonsen, Kathryn",A,,
202202,~— Classics 3300,Advanced Ancient Greek,"Simonsen, Kathryn",B,,
202202,‘Classics 3300,Advanced Ancient Greek,"Simonsen, Kathryn",PASS,,
202202,~— Classics 3405,Tragic Drama in Greece & Rome,"Levett, Brad",A,10,14
202202,~— Classics 3405,Tragic Drama in Greece & Rome,"Levett, Brad",B,2,14
202202,Classics 3405,Tragic Drama in Greece & Rome,"Levett, Brad",F,1,14
202202,— Classics 3405,Tragic Drama in Greece & Rome,"Levett, Brad",PASS,1,14
202202,— Classics 3500,Ancient Athletics,"Solez, Kevin B.",A,16,23
202202,Classics 3500,Ancient Athletics,"Solez, Kevin B.",B,5,23
202202,~— Classics 3500,Ancient Athletics,"Solez, Kevin B.",C,1,23
202202,‘Classics 3500,Ancient Athletics,"Solez, Kevin B.",D,1,23
202202,~— Classics 4020,Seminar in Greek Lit/Culture,"Levett, Brad",A,,
202202,_— Classics 4020,Seminar in Greek Lit/Culture,"Levett, Brad",B,,
202202,‘Classics 4020,Seminar in Greek Lit/Culture,"Levett, Brad",PASS,,
202202,~— Classics 4250,Latin Satire,"Mitchell, Jack",A,,
202202,‘Classics 4250,Latin Satire,"Mitchell, Jack",B,,
202202,Classics 4370,Hellesistic Poetry,"Simonsen, Kathryn",A,,
202202,Communication Studies 2000,Critical Apprch to Pop Culture,"Citrome, Jeremy",A,13,40
202202,Communication Studies 2000,Critical Apprch to Pop Culture,"Citrome, Jeremy",B,13,40
202202,Communication Studies 2000,Critical Apprch to Pop Culture,"Citrome, Jeremy",C,,
202202,Communication Studies 2000,Critical Apprch to Pop Culture,"Citrome, Jeremy",D,2,40
202202,Communication Studies 2000,Critical Apprch to Pop Culture,"Citrome, Jeremy",F,4,40
202202,Communication Studies 2001,Intro to Communication Theory,"Avery, Dwayne C.",A,12,43
202202,Communication Studies 2001,Intro to Communication Theory,"Avery, Dwayne C.",B,22,43
202202,Communication Studies 2001,Intro to Communication Theory,"Avery, Dwayne C.",C,1,43
202202,Communication Studies 2001,Intro to Communication Theory,"Avery, Dwayne C.",D,2,43
202202,Communication Studies 2001,Intro to Communication Theory,"Avery, Dwayne C.",F,2,43
202202,Communication Studies 2001,Intro to Communication Theory,"Avery, Dwayne C.",PASS,4,43
202202,Communication Studies 3001,Media and Urban Life,"Avery, Dwayne C.",A,9,34
202202,Communication Studies 3001,Media and Urban Life,"Avery, Dwayne C.",B,19,34
202202,Communication Studies 3001,Media and Urban Life,"Avery, Dwayne C.",C,4,34
202202,Communication Studies 3001,Media and Urban Life,"Avery, Dwayne C.",D,1,34
202202,Communication Studies 3816,Television,"White, Sherry Lynn",A,10,14
202202,Communication Studies 3816,Television,"White, Sherry Lynn",B,2,14
202202,Communication Studies 3816,Television,"White, Sherry Lynn",C,1,14
202202,Communication Studies 3816,Television,"White, Sherry Lynn",F,1,14
202202,Communication Studies 4000,Advanced Communications Theory,"Thorne, Sarah Elizabeth",A,8,13
202202,Communication Studies 4000,Advanced Communications Theory,"Thorne, Sarah Elizabeth",B,4,13
202202,Communication Studies 4000,Advanced Communications Theory,"Thorne, Sarah Elizabeth",C,1,13
202202,Communication Studies 4001,Sem Mass Commun. & Visual Cult,"Avery, Dwayne C.",A,7,20
202202,Communication Studies 4001,Sem Mass Commun. & Visual Cult,"Avery, Dwayne C.",B,11,20
202202,Communication Studies 4001,Sem Mass Commun. & Visual Cult,"Avery, Dwayne C.",C,1,20
202202,Communication Studies 4001,Sem Mass Commun. & Visual Cult,"Avery, Dwayne C.",F,1,20
202202,Communication Studies 4003,"Copyright,Creativity & Culture","Thorne, Sarah Elizabeth",A,8,17
202202,Communication Studies 4003,"Copyright,Creativity & Culture","Thorne, Sarah Elizabeth",B,7,17
202202,Communication Studies 4003,"Copyright,Creativity & Culture","Thorne, Sarah Elizabeth",F,2,17
202202,Communication Studies 4402,Producing the Documentary,"Walsh, Peter",A,5,11
202202,Communication Studies 4402,Producing the Documentary,"Walsh, Peter",B,4,11
202202,Communication Studies 4402,Producing the Documentary,"Walsh, Peter",C,2,11
202202,Computer Science 1001,Intro to Programming,"Miminis, George",A,19,90
202202,Computer Science 1001,Intro to Programming,"Miminis, George",B,14,90
202202,Computer Science 1001,Intro to Programming,"Miminis, George",C,,
202202,Computer Science 1001,Intro to Programming,"Miminis, George",D,10,90
202202,Computer Science 1001,Intro to Programming,"Miminis, George",F,29,90
202202,Computer Science 1001,Intro to Programming,"Miminis, George",FAIL,1,90
202202,Computer Science 1001,Intro to Programming,"McIntyre, Stephanie",A,22,71
202202,Computer Science 1001,Intro to Programming,"Mcintyre, Stephanie",B,24,71
202202,Computer Science 1001,Intro to Programming,"Mcintyre, Stephanie",C,,
202202,Computer Science 1001,Intro to Programming,"McIntyre, Stephanie",D,3,71
202202,Computer Science 1001,Intro to Programming,"McIntyre, Stephanie",F,16,71
202202,Computer Science 1001,Intro to Programming,"Gupta, Radha",A,21,85
202202,Computer Science 1001,Intro to Programming,"Gupta, Radha",B,11,85
202202,Computer Science 1001,Intro to Programming,"Gupta, Radha",C,14,85
202202,Computer Science 1001,Intro to Programming,"Gupta, Radha",D,6,85
202202,Computer Science 1001,Intro to Programming,"Gupta, Radha",F,32,85
202202,Computer Science 1002,Intro to Logic for Comp Sci,"Fiech, Adrian",A,37,151
202202,Computer Science 1002,Intro to Logic for Comp Sci,"Fiech, Adrian",B,40,151
202202,Computer Science 1002,Intro to Logic for Comp Sci,"Fiech, Adrian",C,23,151
202202,Computer Science 1002,Intro to Logic for Comp Sci,"Fiech, Adrian",D,12,151
202202,Computer Science 1002,Intro to Logic for Comp Sci,"Fiech, Adrian",F,39,151
202202,Computer Science 1003,Foundations of Computing Sys,"Anthony, Stephen",A,50,125
202202,Computer Science 1003,Foundations of Computing Sys,"Anthony, Stephen",B,45,125
202202,Computer Science 1003,Foundations of Computing Sys,"Anthony, Stephen",C,19,125
202202,Computer Science 1003,Foundations of Computing Sys,"Anthony, Stephen",D,3,125
202202,Computer Science 1003,Foundations of Computing Sys,"Anthony, Stephen",F,8,125
202202,Computer Science 1600,Basic Computing & Info Technol,"Gupta, Radha",A,15,53
202202,Computer Science 1600,Basic Computing & Info Technol,"Gupta, Radha",B,21,53
202202,Computer Science 1600,Basic Computing & Info Technol,"Gupta, Radha",C,11,53
202202,Computer Science 1600,Basic Computing & Info Technol,"Gupta, Radha",D,1,53
202202,Computer Science 1600,Basic Computing & Info Technol,"Gupta, Radha",F,5,53
202202,Computer Science 2001,Obj-Orient Prgm Human Comp Int,"Jiang, Xianta",A,36,54
202202,Computer Science 2001,Obj-Orient Prgm Human Comp Int,"Jiang, Xianta",B,12,54
202202,Computer Science 2001,Obj-Orient Prgm Human Comp Int,"Jiang, Xianta",C,4,54
202202,Computer Science 2001,Obj-Orient Prgm Human Comp Int,"Jiang, Xianta",PASS,2,54
202202,Computer Science 2002,Data Strctrs & Algorithms,"Ye, Qiang",A,42,59
202202,Computer Science 2002,Data Strctrs & Algorithms,"Ye, Qiang",B,14,59
202202,Computer Science 2002,Data Strctrs & Algorithms,"Ye, Qiang",C,2,59
202202,Computer Science 2002,Data Strctrs & Algorithms,"Ye, Qiang",F,1,59
202202,Computer Science 2003,Computer Architecture,"Arunthavanathan, Rajeevan",A,39,56
202202,Computer Science 2003,Computer Architecture,"Arunthavanathan, Rajeevan",B,11,56
202202,Computer Science 2003,Computer Architecture,"Arunthavanathan, Rajeevan",C,5,56
202202,Computer Science 2003,Computer Architecture,"Arunthavanathan, Rajeevan",D,1,56
202202,Computer Science 2004,Intro to Operating Systems Prado da,"Fonseca, Vinicius",A,32,73
202202,Computer Science 2004,Intro to Operating Systems Prado da,"Fonseca, Vinicius",B,15,73
202202,Computer Science 2004,Intro to Operating Systems Prado da,"Fonseca, Vinicius",C,3,73
202202,Computer Science 2004,Intro to Operating Systems Prado da,"Fonseca, Vinicius",F,2,73
202202,Computer Science 2004,Intro to Operating Systems Prado da,"Fonseca, Vinicius",FAIL,1,73
202202,Computer Science 2004,Intro to Operating Systems Prado da,"Fonseca, Vinicius",PASS,19,73
202202,Computer Science 2005,Software Engineering,"Hatcher, Mark R",A,67,75
202202,Computer Science 2005,Software Engineering,"Hatcher, Mark R",B,8,75
202202,Computer Science 2006,Computer Networking,"Hatcher, Mark R",A,57,67
202202,Computer Science 2006,Computer Networking,"Hatcher, Mark R",B,8,67
202202,Computer Science 2006,Computer Networking,"Hatcher, Mark R",C,2,67
202202,Computer Science 2007,Intro to Inform Management,"Hatcher, Mark R",A,58,67
202202,Computer Science 2007,Intro to Inform Management,"Hatcher, Mark R",B,6,67
202202,Computer Science 2007,Intro to Inform Management,"Hatcher, Mark R",C,,
202202,Computer Science 2007,Intro to Inform Management,"Hatcher, Mark R",F,1,67
202202,Computer Science 2008,Social Issues & Prof Practice,"Hatcher, Mark R",A,64,66
202202,Computer Science 2008,Social Issues & Prof Practice,"Hatcher, Mark R",B,2,66
202202,Computer Science 3100,Web Programming,"Brown, Edward Kenneth",A,54,67
202202,Computer Science 3100,Web Programming,"Brown, Edward Kenneth",B,8,67
202202,Computer Science 3100,Web Programming,"Brown, Edward Kenneth",C,3,67
202202,Computer Science 3100,Web Programming,"Brown, Edward Kenneth",D,1,67
202202,Computer Science 3100,Web Programming,"Brown, Edward Kenneth",F,1,67
202202,Computer Science 3201,Nature-Inspired Computing,"Hatcher, Mark R",A,61,80
202202,Computer Science 3201,Nature-Inspired Computing,"Hatcher, Mark R",B,15,80
202202,Computer Science 3201,Nature-Inspired Computing,"Hatcher, Mark R",C,2,80
202202,Computer Science 3201,Nature-Inspired Computing,"Hatcher, Mark R",F,2,80
202202,Computer Science 3202,Intro to Machine Learning,"Popuri, Karteek",A,25,45
202202,Computer Science 3202,Intro to Machine Learning,"Popuri, Karteek",B,17,45
202202,Computer Science 3202,Intro to Machine Learning,"Popuri, Karteek",F,3,45
202202,Computer Science 3300,Interactive Technologies Nasr,"Esfahani, Navid",A,31,39
202202,Computer Science 3300,Interactive Technologies Nasr,"Esfahani, Navid",B,5,39
202202,Computer Science 3300,Interactive Technologies Nasr,"Esfahani, Navid",FAIL,1,39
202202,Computer Science 3300,Interactive Technologies Nasr,"Esfahani, Navid",PASS,2,39
202202,Computer Science 3600,Alg. Design & Analysis,"Wareham, H. Todd",A,34,64
202202,Computer Science 3600,Alg. Design & Analysis,"Wareham, H. Todd",B,19,64
202202,Computer Science 3600,Alg. Design & Analysis,"Wareham, H. Todd",C,3,64
202202,Computer Science 3600,Alg. Design & Analysis,"Wareham, H. Todd",D,1,64
202202,Computer Science 3600,Alg. Design & Analysis,"Wareham, H. Todd",F,3,64
202202,Computer Science 3600,Alg. Design & Analysis,"Wareham, H. Todd",PASS,4,64
202202,Computer Science 3700,Industrial Experience,"Newhook, Rebecca",PASS,15,40
202202,Computer Science 3700,Industrial Experience,"Newhook, Rebecca",PWD,2,40
202202,Computer Science 4301,Computer Vision,"Hamilton, Matthew John",A,12,30
202202,Computer Science 4301,Computer Vision,"Hamilton, Matthew John",B,10,30
202202,Computer Science 4301,Computer Vision,"Hamilton, Matthew John",C,3,30
202202,Computer Science 4301,Computer Vision,"Hamilton, Matthew John",D,1,30
202202,Computer Science 4301,Computer Vision,"Hamilton, Matthew John",F,4,30
202202,Computer Science 4303,Al in Computer Games,"Churchill, David G.",A,25,41
202202,Computer Science 4303,Alin Computer Games,"Churchill, David G.",B,8,41
202202,Computer Science 4303,Al in Computer Games,"Churchill, David G.",C,1,41
202202,Computer Science 4303,Al in Computer Games,"Churchill, David G.",FAIL,2,41
202202,Computer Science 4303,Alin Computer Games,"Churchill, David G.",PASS,5,41
202202,Computer Science 4304,Data Visualization,"Tricco, Terrence Stanislaus",A,45,46
202202,Computer Science 4304,Data Visualization,"Tricco, Terrence Stanislaus",B,1,46
202202,Computer Science 4742,Computational Complexity,"Fleming, Noah Robert",A,,
202202,Computer Science 4742,Computational Complexity,"Fleming, Noah Robert",B,,
202202,Computer Science 4742,Computational Complexity,"Fleming, Noah Robert",D,,
202202,Criminology 1001,Intro to Criminology,"Barron, Todd",A,12,43
202202,Criminology 1001,Intro to Criminology,"Barron, Todd",B,15,43
202202,= Criminology 1001,Intro to Criminology,"Barron, Todd",C,8,43
202202,Criminology 1001,Intro to Criminology,"Barron, Todd",D,4,43
202202,Criminology 1001,Intro to Criminology,"Barron, Todd",F,4,43
202202,Criminology 1001,Intro to Criminology,"Stafford, Scott Gerard",A,13,34
202202,Criminology 1001,Intro to Criminology,"Stafford, Scott Gerard",B,19,34
202202,Criminology 1001,Intro to Criminology,"Stafford, Scott Gerard",F,2,34
202202,Criminology 1001,Intro to Criminology,"Stafford, Scott Gerard",A,16,49
202202,Criminology 1001,Intro to Criminology,"Stafford, Scott Gerard",B,29,49
202202,Criminology 1001,Intro to Criminology,"Stafford, Scott Gerard",C,4,49
202202,Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",A,21,40
202202,Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",B,14,40
202202,Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",C,2,40
202202,= Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",F,3,40
202202,Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",A,5,32
202202,Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",B,16,32
202202,= Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",C,6,32
202202,Criminology 1001,Intro to Criminology,"Sheppard, Amy Elizabeth Mary",F,5,32
202202,Criminology 2200,Introduction to Corrections,"Lane, Leanne",A,7,56
202202,= Criminology 2200,Introduction to Corrections,"Lane, Leanne",B,35,56
202202,Criminology 2200,Introduction to Corrections,"Lane, Leanne",C,,
202202,Criminology 2200,Introduction to Corrections,"Lane, Leanne",D,1,56
202202,= Criminology 2200,Introduction to Corrections,"Lane, Leanne",F,5,56
202202,Criminology 2400,Introduction to Policing,"Whitten, Cindy",A,19,43
202202,Criminology 2400,Introduction to Policing,"Whitten, Cindy",B,22,43
202202,= Criminology 2400,Introduction to Policing,"Whitten, Cindy",C,1,43
202202,Criminology 2400,Introduction to Policing,"Whitten, Cindy",F,1,43
202202,Criminology 2400,Introduction to Policing,"Lane, Leanne",A,15,61
202202,Criminology 2400,Introduction to Policing,"Lane, Leanne",B,32,61
202202,Criminology 2400,Introduction to Policing,"Lane, Leanne",C,8,61
202202,= Criminology 2400,Introduction to Policing,"Lane, Leanne",D,1,61
202202,Criminology 2400,Introduction to Policing,"Lane, Leanne",F,4,61
202202,Criminology 2400,Introduction to Policing,"Lane, Leanne",PASS,1,61
202202,Criminology 2400,Introduction to Policing,"Trenholm, Sharon E",A,7,36
202202,Criminology 2400,Introduction to Policing,"Trenholm, Sharon E",B,15,36
202202,Criminology 2400,Introduction to Policing,"Trenholm, Sharon E",C,5,36
202202,Criminology 2400,Introduction to Policing,"Trenholm, Sharon E",F,9,36
202202,= Criminology 3000,Crime Victims/Justice System,"Kenney, J Scott",A,6,30
202202,Criminology 3000,Crime Victims/Justice System,"Kenney, J Scott",B,21,30
202202,Criminology 3000,Crime Victims/Justice System,"Kenney, J Scott",C,1,30
202202,= Criminology 3000,Crime Victims/Justice System,"Kenney, J Scott",D,1,30
202202,Criminology 3000,Crime Victims/Justice System,"Kenney, J Scott",PASS,1,30
202202,Criminology 3290,Deviance,"Baker, James T",A,4,14
202202,= Criminology 3290,Deviance,"Baker, James T",B,4,14
202202,Criminology 3290,Deviance,"Baker, James T",C,1,14
202202,Criminology 3290,Deviance,"Baker, James T",FAIL,3,14
202202,= Criminology 3290,Deviance,"Baker, James T",PASS,1,14
202202,Criminology 3290,Deviance,"Kenney, J Scott",B,11,11
202202,= Criminology 3395,Criminal Justice,"Whitten, Cindy",A,10,17
202202,Criminology 3395,Criminal Justice,"Whitten, Cindy",B,5,17
202202,Criminology 3395,Criminal Justice,"Whitten, Cindy",F,2,17
202202,= Criminology 3395,Criminal Justice,"Micucci, Anthony",A,4,17
202202,Criminology 3395,Criminal Justice,"Micucci, Anthony",B,10,17
202202,Criminology 3395,Criminal Justice,"Micucci, Anthony",C,3,17
202202,= Criminology 3500,Investigative Interviewing,"Barron, Todd",A,14,34
202202,Criminology 3500,Investigative Interviewing,"Barron, Todd",B,13,34
202202,Criminology 3500,Investigative Interviewing,"Barron, Todd",C,4,34
202202,Criminology 3500,Investigative Interviewing,"Barron, Todd",D,1,34
202202,Criminology 3500,Investigative Interviewing,"Barron, Todd",F,2,34
202202,Criminology 4000,Advanced Issues in Policing,"Whitten, Cindy",A,,
202202,Criminology 4000,Advanced Issues in Policing,"Whitten, Cindy",B,,
202202,= Criminology 4212,Sociology of Policing,"Peters, Adrienne",A,,
202202,Criminology 4212,Sociology of Policing,"Peters, Adrienne",A,,
202202,Earth Sciences 1000,Earth Systems,"Belley, Philippe",A,10,49
202202,Earth Sciences 1000,Earth Systems,"Belley, Philippe",B,13,49
202202,Earth Sciences 1000,Earth Systems,"Belley, Philippe",C,,
202202,Earth Sciences 1000,Earth Systems,"Belley, Philippe",D,3,49
