Term,Course Number,Course Title,Professor,Grade,Grade Count,Total Enrolled
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",A,18,61
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",B,25,61
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",C,11,61
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",D,2,61
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",F,5,61
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",A,13,56
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",B,32,56
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",C,10,56
202201,Anthropology 1031,Introduction to Anthropology,"Gordon, Kathleen E",D,1,56
202201,Anthropology 1031,Introduction to Anthropology,"Addison, Lincoln",A,17,50
202201,Anthropology 1031,Introduction to Anthropology,"Addison, Lincoln",B,22,50
202201,Anthropology 1031,Introduction to Anthropology,"Addison, Lincoln",C,8,50
202201,Anthropology 1031,Introduction to Anthropology,"Addison, Lincoln",F,3,50
202201,Anthropology 1031,Introduction to Anthropology,"Tytelman, Carolina",A,9,39
202201,Anthropology 1031,Introduction to Anthropology,"Tytelman, Carolina",B,21,39
202201,Anthropology 1031,Introduction to Anthropology,"Tytelman, Carolina",C,7,39
202201,Anthropology 1031,Introduction to Anthropology,"Tytelman, Carolina",D,1,39
202201,Anthropology 1031,Introduction to Anthropology,"Tytelman, Carolina",F,1,39
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",A,64,76
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",B,10,76
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",C,1,76
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",D,1,76
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",A,59,85
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",B,21,85
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",C,2,85
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",D,1,85
202201,Anthropology 1031,Introduction to Anthropology,"Jean, Sandrine",F,2,85
202201,Anthropology 2260,War & Aggression,"Walsh, Vincent Stephen",A,7,79
202201,Anthropology 2260,War & Aggression,"Walsh, Vincent Stephen",B,50,79
202201,Anthropology 2260,War & Aggression,"Walsh, Vincent Stephen",C,10,79
202201,Anthropology 2260,War & Aggression,"Walsh, Vincent Stephen",D,2,79
202201,Anthropology 2260,War & Aggression,"Walsh, Vincent Stephen",F,10,79
202201,Anthropology 2411,Anthropologists In Field,"Whitaker, Robin",A,13,31
202201,Anthropology 2411,Anthropologists In Field,"Whitaker, Robin",B,14,31
202201,Anthropology 2411,Anthropologists In Field,"Whitaker, Robin",C,3,31
202201,Anthropology 2411,Anthropologists In Field,"Whitaker, Robin",F,1,31
202201,Anthropology 2411,Anthropologists In Field,"Tytelman, Carolina",A,,
202201,Anthropology 2411,Anthropologists In Field,"Tytelman, Carolina",B,,
202201,Anthropology 2412,Threatened Peoples,"Boltokova, Daria",A,11,58
202201,Anthropology 2412,Threatened Peoples,"Boltokova, Daria",B,27,58
202201,Anthropology 2412,Threatened Peoples,"Boltokova, Daria",C,11,58
202201,Anthropology 2412,Threatened Peoples,"Boltokova, Daria",D,4,58
202201,Anthropology 2412,Threatened Peoples,"Boltokova, Daria",F,3,58
202201,Anthropology 2414,Indigenous Peoples North Amer,"Boltokova, Daria",A,11,28
202201,Anthropology 2414,Indigenous Peoples North Amer,"Boltokova, Daria",B,13,28
202201,Anthropology 2414,Indigenous Peoples North Amer,"Boltokova, Daria",C,3,28
202201,Anthropology 2414,Indigenous Peoples North Amer,"Boltokova, Daria",F,1,28
202201,Anthropology 3053,Anthropology Of Religion,"Tytelman, Carolina",A,,
202201,Anthropology 3300,Fieldwork Methods,"Gordon, Kathleen E",A,,
202201,Anthropology 3300,Fieldwork Methods,"Gordon, Kathleen E",B,,
202201,Anthropology 3410,Classic Theory in Anthropology,"Clark, J Rex",A,8,16
202201,Anthropology 3410,Classic Theory in Anthropology,"Clark, J Rex",B,5,16
202201,Anthropology 3410,Classic Theory in Anthropology,"Clark, J Rex",C,3,16
202201,Anthropology 3630,New Media Mthds Soc Rsch,"Crocker, Steve",B,7,13
202201,Anthropology 3630,New Media Mthds Soc Rsch,"Crocker, Steve",C,2,13
202201,Anthropology 3630,New Media Mthds Soc Rsch,"Crocker, Steve",F,3,13
202201,Anthropology 4071,Soc&Cult Aspct Hith&llln,"Tenkorang, Eric Y",A,,
202201,Anthropology 4071,Soc&Cult Aspct Hith&llln,"Tenkorang, Eric Y",B,,
202201,Anthropology 4416,Anthropology of Slums,"Clark, J Rex",A,7,11
202201,Anthropology 4416,Anthropology of Slums,"Clark, J Rex",B,1,11
202201,Anthropology 4416,Anthropology of Slums,"Clark, J Rex",C,2,11
202201,Anthropology 4416,Anthropology of Slums,"Clark, J Rex",F,1,11
202201,Anthropology 4422,Craft/Wrtng Anthro Nrrtv,"Whitaker, Robin",A,,
202201,Anthropology 4422,Craft/Wrtng Anthro Nrrtv,"Whitaker, Robin",B,,
202201,Anthropology 4422,Craft/Wrtng Anthro Nrrtv,"Whitaker, Robin",C,,
202201,Archaeology 1000,Introduction to Archaeology,"Ledger, Paul",A,38,73
202201,Archaeology 1000,Introduction to Archaeology,"Ledger, Paul",B,24,73
202201,Archaeology 1000,Introduction to Archaeology,"Ledger, Paul",C,5,73
202201,Archaeology 1000,Introduction to Archaeology,"Ledger, Paul",F,6,73
202201,Archaeology 1000,Introduction to Archaeology,"Forbes, Veronique",A,39,77
202201,Archaeology 1000,Introduction to Archaeology,"Forbes, Veronique",B,21,77
202201,Archaeology 1000,Introduction to Archaeology,"Forbes, Veronique",C,4,77
202201,Archaeology 1000,Introduction to Archaeology,"Forbes, Veronique",D,7,77
202201,Archaeology 1000,Introduction to Archaeology,"Forbes, Veronique",F,6,77
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",A,6,15
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",B,4,15
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",D,2,15
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",F,3,15
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",A,5,14
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",B,5,14
202201,Archaeology 1005,CRW Indigenous Studies Van Den,"Scott, Jeffrey Donald",C,,
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",A,7,22
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",B,8,22
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",C,3,22
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",D,1,22
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",F,3,22
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",A,13,20
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",B,4,20
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",C,2,20
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",F,1,20
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",A,3,14
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",B,4,14
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",C,1,14
202201,Archaeology 1005,CRW Indigenous Studies,"Huebert, Gladdale A",F,6,14
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",A,3,14
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",B,5,14
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",D,1,14
202201,Archaeology 1005,CRW Indigenous Studies,"Butler, Kelly Anne",F,4,14
202201,Archaeology 2430,Principles of Bioarchaeology,"Grimes, Vaughan",A,25,32
202201,Archaeology 2430,Principles of Bioarchaeology,"Grimes, Vaughan",B,1,32
202201,Archaeology 2430,Principles of Bioarchaeology,"Grimes, Vaughan",C,3,32
202201,Archaeology 2430,Principles of Bioarchaeology,"Grimes, Vaughan",D,1,32
202201,Archaeology 2430,Principles of Bioarchaeology,"Grimes, Vaughan",F,2,32
202201,Archaeology 2480,Principles of Archaeology,"Neilsen, Scott",A,9,28
202201,Archaeology 2480,Principles of Archaeology,"Neilsen, Scott",B,12,28
202201,Archaeology 2480,Principles of Archaeology,"Neilsen, Scott",C,5,28
202201,Archaeology 2480,Principles of Archaeology,"Neilsen, Scott",F,2,28
202201,Archaeology 2482,Indigenous Self-determination,"Blaser, Mario",A,14,27
202201,Archaeology 2482,Indigenous Self-determination,"Blaser, Mario",B,11,27
202201,Archaeology 2482,Indigenous Self-determination,"Blaser, Mario",F,1,27
202201,Archaeology 3520 Indigenous History to 1763,Van Den,"Scott, Jeffrey Donald",A,10,16
202201,Archaeology 3520 Indigenous History to 1763,Van Den,"Scott, Jeffrey Donald",B,3,16
202201,Archaeology 3520 Indigenous History to 1763,Van Den,"Scott, Jeffrey Donald",C,1,16
202201,Archaeology 3520 Indigenous History to 1763,Van Den,"Scott, Jeffrey Donald",D,1,16
202201,Archaeology 3520 Indigenous History to 1763,Van Den,"Scott, Jeffrey Donald",F,1,16
202201,Archaeology 3650,Artifact NAmer Cntxt 1600-1900,"Gaulton, Barry",A,14,22
202201,Archaeology 3650,Artifact NAmer Cntxt 1600-1900,"Gaulton, Barry",B,4,22
202201,Archaeology 3650,Artifact NAmer Cntxt 1600-1900,"Gaulton, Barry",C,2,22
202201,Archaeology 3650,Artifact NAmer Cntxt 1600-1900,"Gaulton, Barry",D,2,22
202201,Archaeology 4182,History of Archaeology,"Onah, Rita Ujunwa",A,18,20
202201,Archaeology 4182,History of Archaeology,"Onah, Rita Ujunwa",C,2,20
202201,Archaeology 4994,Past Material:Adv Rsrch&Writng,"Gaulton, Barry",A,,
202201,Archaeology 4994,Past Material:Adv Rsrch&Writng,"Gaulton, Barry",B,,
202201,Biochemistry 1430,Biochemistry for Nurses,"Manful, Charles Felix",A,,
202201,Biochemistry 1430,Biochemistry for Nurses,"Manful, Charles Felix",B,,
202201,Biochemistry 1430,Biochemistry for Nurses,"Manful, Charles Felix",C,,
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",A,140,229
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",B,81,229
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",C,5,229
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",D,2,229
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",F,1,229
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",A,27,48
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",B,18,48
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",C,1,48
202201,Biochemistry 1430,Biochemistry for Nurses,"Hayley, Michael",F,2,48
202201,Biochemistry 2201,Introduction to Biochemistry,"Berry, Mark",A,7,65
202201,Biochemistry 2201,Introduction to Biochemistry,"Berry, Mark",B,20,65
202201,Biochemistry 2201,Introduction to Biochemistry,"Berry, Mark",C,16,65
202201,Biochemistry 2201,Introduction to Biochemistry,"Berry, Mark",D,9,65
202201,Biochemistry 2201,Introduction to Biochemistry,"Berry, Mark",F,13,65
202201,Biochemistry 2600,Intro to Human Nutrition,"Bertolo, Robert",A,89,227
202201,Biochemistry 2600,Intro to Human Nutrition,"Bertolo, Robert",B,102,227
202201,Biochemistry 2600,Intro to Human Nutrition,"Bertolo, Robert",C,28,227
202201,Biochemistry 2600,Intro to Human Nutrition,"Bertolo, Robert",D,3,227
202201,Biochemistry 2600,Intro to Human Nutrition,"Bertolo, Robert",F,5,227
202201,Biochemistry 2901,Biochemistry Laboratory,"Booth, Valerie",A,93,115
202201,Biochemistry 2901,Biochemistry Laboratory,"Booth, Valerie",B,15,115
202201,Biochemistry 2901,Biochemistry Laboratory,"Booth, Valerie",C,3,115
202201,Biochemistry 2901,Biochemistry Laboratory,"Booth, Valerie",D,1,115
202201,Biochemistry 2901,Biochemistry Laboratory,"Booth, Valerie",F,3,115
202201,Biochemistry 3206,Metabolism,"Cheema, Sukhinder Kaur",A,29,136
202201,Biochemistry 3206,Metabolism,"Cheema, Sukhinder Kaur",B,57,136
202201,Biochemistry 3206,Metabolism,"Cheema, Sukhinder Kaur",C,35,136
202201,Biochemistry 3206,Metabolism,"Cheema, Sukhinder Kaur",D,9,136
202201,Biochemistry 3206,Metabolism,"Cheema, Sukhinder Kaur",F,6,136
202201,Biochemistry 3207,Nucleic Aci Bioch & Mol Bi,"Mulligan, Martin E",A,21,76
202201,Biochemistry 3207,Nucleic Aci Bioch & Mol Bi,"Mulligan, Martin E",B,30,76
202201,Biochemistry 3207,Nucleic Aci Bioch & Mol Bi,"Mulligan, Martin E",C,22,76
202201,Biochemistry 3207,Nucleic Aci Bioch & Mol Bi,"Mulligan, Martin E",F,3,76
202201,Biochemistry 3600,Sports and Exercise Nutrition,"Harding, Scott Vincent",A,18,25
202201,Biochemistry 3600,Sports and Exercise Nutrition,"Harding, Scott Vincent",B,7,25
202201,Biochemistry 3907,Molecular Biology Lab,"Kakumani, Pavan Kumar",A,21,38
202201,Biochemistry 3907,Molecular Biology Lab,"Kakumani, Pavan Kumar",B,16,38
202201,Biochemistry 3907,Molecular Biology Lab,"Kakumani, Pavan Kumar",C,1,38
202201,Biochemistry 4101,Proteins,"Park, Jaeok",A,19,39
202201,Biochemistry 4101,Proteins,"Park, Jaeok",B,16,39
202201,Biochemistry 4101,Proteins,"Park, Jaeok",D,2,39
202201,Biochemistry 4101,Proteins,"Park, Jaeok",F,2,39
202201,Biochemistry 4104,Eukaryotic Gene Reg/Dev Biol,"Christian, Sherri L",A,2,11
202201,Biochemistry 4104,Eukaryotic Gene Reg/Dev Biol,"Christian, Sherri L",B,4,11
202201,Biochemistry 4104,Eukaryotic Gene Reg/Dev Biol,"Christian, Sherri L",C,4,11
202201,Biochemistry 4104,Eukaryotic Gene Reg/Dev Biol,"Christian, Sherri L",F,1,11
202201,Biochemistry 4210,Biochem Research Tech |,"Booth, Valerie",A,8,13
202201,Biochemistry 4210,Biochem Research Tech |,"Booth, Valerie",B,5,13
202201,Biochemistry 4301,Nutrition And Disease,"Brunton, Janet",A,13,23
202201,Biochemistry 4301,Nutrition And Disease,"Brunton, Janet",B,8,23
202201,Biochemistry 4301,Nutrition And Disease,"Brunton, Janet",C,2,23
202201,Biochemistry 4502,Tech in Nutrition Research,"Mayengbam, Shyamchand",A,,
202201,_— Biology 1001,Principles of Biology,"Slade, Jennifer",A,16,198
202201,Biology 1001,Principles of Biology,"Slade, Jennifer",B,46,198
202201,_— Biology 1001,Principles of Biology,"Slade, Jennifer",C,40,198
202201,Biology 1001,Principles of Biology,"Slade, Jennifer",D,34,198
202201,Biology 1001,Principles of Biology,"Slade, Jennifer",F,62,198
202201,_— Biology 1001,Principles of Biology,"Slade, Jennifer",A,14,196
202201,Biology 1001,Principles of Biology,"Slade, Jennifer",B,46,196
202201,Biology 1001,Principles of Biology,"Slade, Jennifer",C,39,196
202201,_— Biology 1001,Principles of Biology,"Slade, Jennifer",D,49,196
202201,‘Biology 1001,Principles of Biology,"Slade, Jennifer",F,48,196
202201,_— Biology 1001,Principles of Biology,"Trela, Piotr",A,39,224
202201,Biology 1001,Principles of Biology,"Trela, Piotr",B,81,224
202201,Biology 1001,Principles of Biology,"Trela, Piotr",C,48,224
202201,_— Biology 1001,Principles of Biology,"Trela, Piotr",D,27,224
202201,Biology 1001,Principles of Biology,"Trela, Piotr",F,29,224
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",A,2,35
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",B,8,35
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",C,7,35
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",D,8,35
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",F,10,35
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",A,7,53
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",B,12,53
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",C,10,53
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",D,8,53
202201,Biology 1001,Principles of Biology,"Mitchell, Jeremy S",F,16,53
202201,Biology 1001,Principles of Biology,"Fraser, Erin",A,6,41
202201,Biology 1001,Principles of Biology,"Fraser, Erin",B,10,41
202201,Biology 1001,Principles of Biology,"Fraser, Erin",C,8,41
202201,Biology 1001,Principles of Biology,"Fraser, Erin",D,6,41
202201,Biology 1001,Principles of Biology,"Fraser, Erin",F,11,41
202201,Biology 1002,Principles of Biology,"Ghosh, Amrita",A,15,83
202201,Biology 1002,Principles of Biology,"Ghosh, Amrita",B,15,83
202201,Biology 1002,Principles of Biology,"Ghosh, Amrita",C,18,83
202201,Biology 1002,Principles of Biology,"Ghosh, Amrita",D,17,83
202201,_— Biology 1002,Principles of Biology,"Ghosh, Amrita",F,18,83
202201,Biology 2040,Mod Biol & Human Soc |,"Ghosh, Amrita",A,44,139
202201,Biology 2040,Mod Biol & Human Soc |,"Ghosh, Amrita",B,63,139
202201,Biology 2040,Mod Biol & Human Soc |,"Ghosh, Amrita",C,18,139
202201,Biology 2040,Mod Biol & Human Soc |,"Ghosh, Amrita",D,8,139
202201,Biology 2040,Mod Biol & Human Soc |,"Ghosh, Amrita",F,6,139
202201,Biology 2041,Mod Biol & Human Soc II,"Trela, Piotr",A,8,24
202201,Biology 2041,Mod Biol & Human Soc Il,"Trela, Piotr",B,7,24
202201,Biology 2041,Mod Biol & Human Soc Il,"Trela, Piotr",C,6,24
202201,Biology 2041,Mod Biol & Human Soc Il,"Trela, Piotr",D,1,24
202201, =—=Biology 2041,Mod Biol & Human Soc II,"Trela, Piotr",F,2,24
202201,_— Biology 2120,Biol For Stds Earth Sc,"Wiersma, Yolanda",A,,
202201,Biology 2120,Biol For Stds Earth Sc,"Wiersma, Yolanda",B,,
202201,Biology 2122,Biology of Invertebrates,"Dufour, Suzanne",A,34,103
202201,Biology 2122,Biology of Invertebrates,"Dufour, Suzanne",B,35,103
202201,Biology 2122,Biology of Invertebrates,"Dufour, Suzanne",C,,
202201,Biology 2122,Biology of Invertebrates,"Dufour, Suzanne",D,6,103
202201,Biology 2122,Biology of Invertebrates,"Dufour, Suzanne",F,8,103
202201,Biology 2122,Biology of Invertebrates,"Dufour, Suzanne",PASS,1,103
202201,Biology 2210,Biology of Vertebrates,"Mitchell, Jeremy S",A,,
202201,Biology 2210,Biology of Vertebrates,"Mitchell, Jeremy S",B,,
202201,Biology 2210,Biology of Vertebrates,"Mitchell, Jeremy S",C,,
202201,Biology 2210,Biology of Vertebrates,"Mitchell, Jeremy S",F,,
202201,‘Biology 2250,Principles Of Genetics,"Marshall, Heather Dawn",A,38,157
202201,_— Biology 2250,Principles Of Genetics,"Marshall, Heather Dawn",B,85,157
202201,Biology 2250,Principles Of Genetics,"Marshall, Heather Dawn",C,22,157
202201,Biology 2250,Principles Of Genetics,"Marshall, Heather Dawn",D,3,157
202201,Biology 2250,Principles Of Genetics,"Marshall, Heather Dawn",F,8,157
202201,Biology 2600,Principles of Ecology,"Hargan, Kathryn",A,50,160
202201,Biology 2600,Principles of Ecology,"Hargan, Kathryn",B,65,160
202201,Biology 2600,Principles of Ecology,"Hargan, Kathryn",C,21,160
202201,Biology 2600,Principles of Ecology,"Hargan, Kathryn",D,6,160
202201,Biology 2600,Principles of Ecology,"Hargan, Kathryn",F,16,160
202201,Biology 2600,Principles Of Ecology,"Warkentin, lan",A,4,25
202201,Biology 2600,Principles Of Ecology,"Warkentin, lan",B,6,25
202201,Biology 2600,Principles Of Ecology,"Warkentin, lan",C,9,25
202201,Biology 2600,Principles Of Ecology,"Warkentin, lan",D,2,25
202201,Biology 2600,Principles Of Ecology,"Warkentin, lan",F,4,25
202201,Biology 3050,Intro to Microbiology,"Lang, Andrew",A,24,100
202201,Biology 3050,Intro to Microbiology,"Lang, Andrew",B,41,100
202201,_— Biology 3050,Intro to Microbiology,"Lang, Andrew",C,24,100
202201,Biology 3050,Intro to Microbiology,"Lang, Andrew",D,7,100
202201,_— Biology 3050,Intro to Microbiology,"Lang, Andrew",F,4,100
202201,Biology 3401,Comp Animal Physiology,"Volkoff, Helene",A,27,70
202201,Biology 3401,Comp Animal Physiology,"Volkoff, Helene",B,23,70
202201,_— Biology 3401,Comp Animal Physiology,"Volkoff, Helene",C,10,70
202201,Biology 3401,Comp Animal Physiology,"Volkoff, Helene",D,5,70
202201,Biology 3401,Comp Animal Physiology,"Volkoff, Helene",F,5,70
202201,_— Biology 3500,Histology,"Volkoff, Helene",A,15,22
202201,‘Biology 3500,Histology,"Volkoff, Helene",B,5,22
202201,Biology 3500,Histology,"Volkoff, Helene",C,1,22
202201,Biology 3500,Histology,"Volkoff, Helene",D,1,22
202201,Biology 3530,Molecular & Developmental Biol,"Staveley, Brian E",A,13,31
202201,_— Biology 3530,Molecular & Developmental Biol,"Staveley, Brian E",B,11,31
202201,Biology 3530,Molecular & Developmental Biol,"Staveley, Brian E",C,3,31
202201,Biology 3530,Molecular & Developmental Biol,"Staveley, Brian E",D,1,31
202201,Biology 3530,Molecular & Developmental Biol,"Staveley, Brian E",F,3,31
202201,Biology 3610,Boreal Ecology,"Peers, Michael",A,13,20
202201,Biology 3610,Boreal Ecology,"Peers, Michael",B,7,20
202201,Biology 3710,Biological Oceanography,"Trela, Piotr",A,7,15
202201,Biology 3710,Biological Oceanography,"Trela, Piotr",B,6,15
202201,Biology 3710,Biological Oceanography,"Trela, Piotr",C,2,15
202201,Biology 3750,Animal Behaviour |,"Chapman, Tom",A,16,23
202201,Biology 3750,Animal Behaviour |,"Chapman, Tom",B,7,23
202201,Biology 3951,Introduction to Bioinformatics,"Pena-Castillo, Lourdes",F,,
202201,Biology 4250,Evolutionary Genetics,"Marshall, Heather Dawn",A,11,15
202201,Biology 4250,Evolutionary Genetics,"Marshall, Heather Dawn",B,3,15
202201,Biology 4250,Evolutionary Genetics,"Marshall, Heather Dawn",C,1,15
202201,Biology 4360,Community&Ecosystm Eclgy,"Leroux, Shawn",A,8,16
202201,Biology 4360,Community&Ecosystm Eclgy,"Leroux, Shawn",B,6,16
202201,Biology 4360,Community&Ecosystm Eclgy,"Leroux, Shawn",D,1,16
202201,Biology 4360,Community&Ecosystm Eclgy,"Leroux, Shawn",F,1,16
202201,Biology 4505,Systematics & Biogeography,"Miller, Edward H",A,3,11
202201,Biology 4505,Systematics & Biogeography,"Miller, Edward H",B,4,11
202201,Biology 4505,Systematics & Biogeography,"Miller, Edward H",C,,
202201,Biology 4605,Quantitative Mthds Biol,"Hurford, Amy",A,9,15
202201,Biology 4605,Quantitative Mthds Biol,"Hurford, Amy",B,5,15
202201,Biology 4605,Quantitative Mthds Biol,"Hurford, Amy",C,1,15
202201,Biology 4650,Conver Biol |: Conv Biol&Geog,"Edinger, Evan",A,9,13
202201,Biology 4650,Conver Biol I: Conv Biol&Geog,"Edinger, Evan",B,3,13
202201,Biology 4650,Conver Biol |: Conv Biol&Geog,"Edinger, Evan",C,1,13
202201,Biology 4770,Research in Animal Behaviour,"Wilson, David",A,,
202201,Biology 4770,Research in Animal Behaviour,"Wilson, David",B,,
202201,Biology 4770,Research in Animal Behaviour,"Wilson, David",C,,
202201,Biology 4916,Sp Tpc Plant Ecol/Global Chng,"Marino, Paul C",A,,
202201,_— Biology 4916,Sp Tpc Plant Ecol/Global Chng,"Marino, Paul C",B,,
202201,Biology 4916,Sp Tpc Plant Ecol/Global Chng,"Marino, Paul C",F,,
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Newell, William",A,3,58
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Newell, William",B,25,58
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Newell, William",C,20,58
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Newell, William",D,4,58
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Newell, William",F,6,58
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Ryan, Janice",A,4,34
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Ryan, Janice",B,17,34
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Ryan, Janice",C,7,34
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Ryan, Janice",D,2,34
202201,Business Admin (Grenfell) 1010,Introduction to Business,"Ryan, Janice",F,4,34
202201,Business Admin (Grenfell) 2020,Busi & Profess Communication,"Ryan, Janice",A,1,25
202201,Business Admin (Grenfell) 2020,Busi & Profess Communication,"Ryan, Janice",B,12,25
202201,Business Admin (Grenfell) 2020,Busi & Profess Communication,"Ryan, Janice",C,6,25
202201,Business Admin (Grenfell) 2020,Busi & Profess Communication,"Ryan, Janice",D,4,25
202201,Business Admin (Grenfell) 2020,Busi & Profess Communication,"Ryan, Janice",F,2,25
202201,Business Admin (Grenfell) 2100,Financial Accounting |,"Kendall, Catherine Lynn",A,5,27
202201,Business Admin (Grenfell) 2100,Financial Accounting |,"Kendall, Catherine Lynn",B,3,27
202201,Business Admin (Grenfell) 2100,Financial Accounting |,"Kendall, Catherine Lynn",C,1,27
202201,Business Admin (Grenfell) 2100,Financial Accounting |,"Kendall, Catherine Lynn",D,6,27
202201,Business Admin (Grenfell) 2100,Financial Accounting |,"Kendall, Catherine Lynn",F,12,27
202201,Business Admin (Grenfell) 2110,Managerial Accounting |,"Marlowe, Jillene Doreen Hara",A,4,12
202201,Business Admin (Grenfell) 2110,Managerial Accounting |,"Marlowe, Jillene Doreen Hara",B,4,12
202201,Business Admin (Grenfell) 2110,Managerial Accounting |,"Marlowe, Jillene Doreen Hara",C,1,12
202201,Business Admin (Grenfell) 2110,Managerial Accounting |,"Marlowe, Jillene Doreen Hara",F,3,12
202201,Business Admin (Grenfell) 2200,Marketing |,"Ryan, Janice",A,3,33
202201,Business Admin (Grenfell) 2200,Marketing |,"Ryan, Janice",B,16,33
202201,Business Admin (Grenfell) 2200,Marketing |,"Ryan, Janice",C,12,33
202201,Business Admin (Grenfell) 2200,Marketing |,"Ryan, Janice",F,2,33
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Hancock, Amanda Jane",A,7,20
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Hancock, Amanda Jane",B,6,20
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Hancock, Amanda Jane",C,4,20
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Hancock, Amanda Jane",D,1,20
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Hancock, Amanda Jane",F,2,20
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Barbour-Wetzel, Beth Heather",A,2,12
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Barbour-Wetzel, Beth Heather",B,5,12
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Barbour-Wetzel, Beth Heather",C,,
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Barbour-Wetzel, Beth Heather",D,2,12
202201,Business Admin (Grenfell) 2300,Organizational Behaviour,"Barbour-Wetzel, Beth Heather",F,2,12
202201,Business Admin (Grenfell) 2310,Business Leadership,"Barbour-Wetzel, Beth Heather",A,3,22
